Sub-cate,Merchant id,Merchant name,App id,Date,TPV,Transaction,Transaction type,SOF
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-05,8794207,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-05,6949499,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-05,1645524,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-05,3280266,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-06,8832277,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-06,6979583,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-06,1652647,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-06,3294467,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-07,8803211,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-07,6956614,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-07,1647209,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-07,3283625,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-08,9632705,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-08,7612110,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-08,1802419,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-08,3593029,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-09,9611436,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-09,7595303,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-09,1798439,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-09,3585096,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-10,9485804,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-10,7496024,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-10,1774932,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-10,3538234,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-11,8783331,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-11,6940905,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-11,1643488,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-11,3276210,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-12,8789314,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-12,6945632,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-12,1644608,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-12,3278441,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-13,8924816,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-13,7052710,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-13,1669962,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-13,3328984,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-14,8793387,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-14,6948851,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-14,1645370,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-14,3279960,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-15,8931838,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-15,7058260,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-15,1671276,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-15,3331604,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-16,9652580,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-16,7627816,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-16,1806138,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-16,3600442,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-17,9600985,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-17,7587044,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-17,1796484,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-17,3581197,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-18,8820458,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-18,6970243,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-18,1650436,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-18,3290058,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-19,8927425,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-19,7054773,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-19,1670451,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-19,3329957,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-20,8914226,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-20,7044342,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-20,1667981,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-20,3325034,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-21,8775420,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-21,6934653,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-21,1642008,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-21,3273259,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-22,8919400,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-22,7048431,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-22,1668949,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-22,3326963,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-23,9650278,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-23,7625997,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-23,1805707,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-23,3599584,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-24,9667519,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-24,7639622,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-24,1808933,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-24,3606014,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-25,8787870,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-25,6944491,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-25,1644338,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-25,3277903,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-26,8907105,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-26,7038715,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-26,1666649,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-26,3322378,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-27,8894336,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-27,7028625,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-27,1664259,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-27,3317615,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-28,8918991,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-28,7048108,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-28,1668873,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-28,3326811,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-29,9587169,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-29,7576126,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-29,1793899,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-29,3576044,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-30,9558748,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-30,7553667,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-30,1788580,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-30,3565442,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-31,9575902,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-31,7567223,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-31,1791790,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-05-31,3571841,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-01,8758640,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-01,6921392,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-01,1638868,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-01,3267000,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-02,8847706,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-02,6991776,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-02,1655534,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-02,3300221,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-03,8792782,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-03,6948373,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-03,1645257,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-03,3279735,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-04,8931699,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-04,7058150,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-04,1671250,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-04,3331551,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-05,9620365,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-05,7602359,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-05,1800110,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-05,3588425,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-06,9612125,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-06,7595847,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-06,1798568,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-06,3585352,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-07,9676819,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-07,7646971,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-07,1810673,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-07,3609484,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-08,8768816,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-08,6929434,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-08,1640773,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-08,3270796,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-09,8803647,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-09,6956959,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-09,1647290,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-09,3283787,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-10,8862858,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-10,7003749,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-10,1658369,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-10,3305874,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-11,8807459,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-11,6959971,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-11,1648003,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-11,3285210,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-12,8878902,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-12,7016428,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-12,1661371,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-12,3311857,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-13,9606504,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-13,7591405,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-13,1797516,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-13,3583256,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-14,9589966,6,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-14,7578336,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-14,1794422,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-14,3577087,2,Wallet,Others
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-15,8854272,5,Payment Gateway,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-15,6996965,4,VietQR,
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-15,1656762,1,Wallet,Paylater
Electronics,100032,Điện Thoại Di Động FPT Mini,2032,2026-06-15,3302671,2,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-01,1344088,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-01,878199,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-01,252656,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-01,664961,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-02,1221335,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-02,797995,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-02,229581,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-02,604231,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-03,1208762,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-03,789780,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-03,227219,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-03,598011,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-04,1219724,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-04,796942,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-04,229279,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-04,603435,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-05,1240640,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-05,810608,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-05,233210,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-05,613782,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-06,1316424,19,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-06,860124,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-06,247456,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-06,651275,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-07,1375886,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-07,898975,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-07,258634,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-07,680692,10,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-08,1347875,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-08,880674,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-08,253368,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-08,666835,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-09,1207813,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-09,789160,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-09,227040,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-09,597541,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-10,1241511,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-10,811178,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-10,233375,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-10,614213,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-11,1197209,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-11,782231,11,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-11,225047,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-11,592295,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-12,1185487,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-12,774573,11,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-12,222843,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-12,586497,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-13,1271318,19,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-13,830653,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-13,238977,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-13,628959,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-14,1345586,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-14,879178,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-14,252938,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-14,665701,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-15,1295617,19,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-15,846529,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-15,243545,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-15,640982,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-16,1230683,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-16,804103,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-16,231339,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-16,608856,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-17,1212234,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-17,792048,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-17,227871,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-17,599729,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-18,1179665,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-18,770769,11,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-18,221749,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-18,583616,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-19,1223452,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-19,799378,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-19,229980,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-19,605279,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-20,1298426,19,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-20,848364,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-20,244073,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-20,642370,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-21,1351402,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-21,882978,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-21,254031,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-21,668580,10,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-22,1362851,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-22,890459,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-22,256183,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-22,674244,10,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-23,1209820,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-23,790471,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-23,227418,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-23,598535,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-24,1211339,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-24,791464,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-24,227703,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-24,599285,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-25,1208032,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-25,789303,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-25,227081,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-25,597649,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-26,1179286,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-26,770521,11,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-26,221678,3,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-26,583428,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-27,1254922,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-27,819940,12,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-27,235895,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-27,620847,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-28,1354695,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-28,885130,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-28,254650,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-02-28,670209,10,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-03-01,1340353,20,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-03-01,875759,13,VietQR,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-03-01,251954,4,Wallet,Paylater
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-03-01,663113,9,Wallet,Others
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-03-02,1239301,18,Payment Gateway,
Grocery,100033,Tạp Hóa Bình Dân,2033,2026-03-02,809733,12,VietQR,
